Output,CSG518-1,CSG518-2,CSG518-3,CSG518-4,CSG518-5,CSG518-6,CSG518-7,CSG518-8
a16,-70,-65,-62,-79,-61,-86,-64,-84
a16,-70,-66,-63,-79,-60,-86,-66,-84
a16,-71,-66,-63,-80,-61,-86,-66,-83
a16,-72,-66,-61,-80,-61,-86,-66,-84
a16,-71,-66,-63,-80,-61,-86,-67,-84
a16,-71,-66,-60,-79,-61,-86,-66,-83
a16,-71,-65,-62,-79,-60,-87,-67,-83
a16,-71,-66,-60,-80,-61,-86,-64,-83
a16,-71,-65,-62,-80,-61,-83,-66,-83
a16,-72,-66,-63,-80,-61,-86,-66,-84
a16,-71,-66,-62,-80,-60,-85,-66,-83
a16,-71,-65,-62,-79,-61,-85,-65,-82
a16,-71,-66,-63,-79,-61,-85,-66,-83
a16,-72,-66,-63,-81,-61,-86,-65,-83
a16,-70,-65,-63,-80,-58,-85,-66,-84
a16,-71,-67,-63,-80,-62,-85,-67,-83
a16,-72,-66,-59,-80,-61,-86,-64,-84
a16,-71,-63,-62,-83,-59,-85,-66,-84
a16,-71,-65,-63,-80,-61,-85,-66,-84
a16,-71,-64,-62,-78,-62,-86,-66,-83
a16,-71,-66,-63,-79,-61,-85,-67,-84
a16,-71,-65,-63,-80,-60,-85,-66,-83
a16,-71,-66,-61,-80,-63,-86,-65,-83
a16,-69,-66,-63,-80,-61,-86,-67,-84
a17,-73,-61,-52,-77,-73,-79,-66,-83
a17,-72,-61,-52,-76,-72,-80,-66,-84
a17,-71,-61,-53,-77,-70,-80,-66,-82
a17,-73,-61,-53,-75,-70,-80,-66,-82
a17,-71,-61,-53,-77,-71,-80,-64,-83
a17,-71,-61,-54,-76,-70,-80,-65,-81
a17,-71,-61,-53,-77,-70,-80,-68,-82
a17,-72,-60,-53,-75,-68,-80,-66,-83
a17,-72,-61,-55,-76,-70,-80,-66,-82
a17,-71,-61,-51,-76,-70,-78,-66,-83
a17,-73,-61,-53,-73,-72,-81,-66,-83
a17,-72,-63,-54,-77,-70,-81,-66,-83
a17,-71,-60,-53,-76,-73,-80,-66,-82
a17,-73,-61,-54,-76,-70,-80,-66,-83
a17,-72,-61,-53,-77,-69,-80,-66,-83
a17,-73,-61,-54,-76,-69,-80,-66,-83
a17,-73,-61,-53,-77,-68,-80,-65,-82
a17,-72,-61,-52,-76,-71,-79,-65,-83
a17,-74,-61,-53,-76,-69,-81,-65,-83
a17,-73,-61,-54,-77,-70,-80,-66,-83
a17,-73,-61,-54,-77,-71,-77,-65,-83
a17,-73,-61,-54,-76,-69,-83,-66,-82
a17,-71,-61,-53,-77,-69,-79,-66,-81
a17,-71,-63,-54,-77,-70,-80,-66,-83
a17,-71,-61,-53,-76,-70,-81,-66,-82
a17,-72,-61,-53,-77,-68,-79,-66,-83
a17,-72,-60,-54,-77,-70,-80,-65,-82
a17,-72,-61,-53,-77,-70,-80,-65,-82
a17,-72,-62,-53,-76,-71,-79,-64,-83
a17,-72,-61,-53,-76,-72,-80,-67,-82
a17,-72,-62,-53,-76,-70,-80,-66,-83
a17,-71,-62,-53,-77,-71,-80,-66,-82
a17,-72,-61,-54,-76,-70,-80,-66,-82
a17,-71,-62,-51,-77,-68,-80,-65,-82
a17,-72,-63,-53,-77,-69,-81,-65,-83
a17,-71,-60,-53,-77,-69,-80,-64,-83
a17,-72,-61,-52,-76,-69,-81,-65,-82
a17,-72,-61,-53,-76,-69,-82,-65,-83
a17,-73,-61,-53,-76,-69,-81,-66,-84
a17,-73,-61,-53,-77,-70,-78,-66,-82
a17,-73,-61,-52,-78,-71,-81,-66,-83
a17,-72,-61,-54,-77,-70,-80,-66,-83
a17,-72,-61,-53,-76,-70,-80,-66,-83
a17,-72,-61,-53,-73,-70,-80,-66,-81
a17,-72,-61,-52,-77,-71,-80,-66,-81
a17,-72,-60,-53,-76,-71,-79,-66,-83
a17,-71,-61,-53,-77,-69,-81,-65,-83
a17,-72,-61,-53,-76,-70,-81,-64,-82
a17,-73,-62,-53,-74,-71,-80,-66,-84
a17,-72,-62,-53,-75,-70,-79,-65,-82
a17,-63,-64,-57,-81,-74,-85,-66,-100
a17,-63,-62,-59,-80,-73,-92,-70,-100
a17,-63,-62,-59,-81,-77,-93,-66,-100
a17,-63,-62,-59,-80,-77,-90,-65,-100
a17,-63,-62,-59,-82,-77,-91,-65,-100
a17,-60,-62,-59,-81,-76,-92,-65,-100
a17,-62,-62,-59,-81,-76,-91,-65,-100
a17,-63,-61,-58,-80,-76,-91,-66,-100
a17,-62,-62,-57,-80,-76,-91,-65,-100
a17,-62,-64,-58,-80,-76,-90,-65,-100
a17,-63,-62,-57,-82,-75,-93,-66,-100
a17,-63,-62,-58,-81,-77,-91,-65,-100
a17,-63,-62,-59,-82,-76,-92,-66,-100
a17,-62,-60,-56,-81,-76,-91,-66,-100
a17,-63,-62,-59,-81,-75,-93,-65,-100
a17,-63,-62,-59,-77,-78,-93,-65,-100
a17,-63,-63,-59,-82,-76,-91,-66,-100
a17,-63,-61,-58,-80,-76,-92,-65,-100
a17,-62,-61,-58,-82,-76,-93,-66,-100
a17,-62,-62,-59,-82,-76,-94,-66,-100
a17,-61,-62,-59,-82,-78,-91,-65,-100
a17,-63,-62,-59,-82,-75,-91,-65,-100
a17,-62,-62,-59,-82,-75,-92,-66,-100
a17,-63,-61,-58,-81,-76,-91,-66,-100
a17,-59,-62,-59,-80,-76,-93,-66,-100
a17,-63,-62,-59,-80,-75,-90,-66,-97
a17,-64,-63,-59,-81,-77,-91,-66,-100
a17,-63,-62,-57,-78,-76,-92,-66,-100
a17,-63,-62,-59,-81,-77,-91,-66,-100
a17,-63,-62,-59,-81,-78,-90,-67,-100
a17,-62,-66,-59,-80,-76,-92,-65,-100
a17,-62,-62,-58,-82,-76,-94,-66,-100
a17,-63,-62,-58,-81,-76,-92,-65,-94
a17,-63,-62,-59,-81,-75,-93,-66,-95
a17,-63,-61,-58,-81,-77,-92,-65,-100
a17,-64,-62,-59,-80,-75,-90,-66,-96
a17,-63,-62,-57,-80,-78,-92,-65,-100
a17,-63,-62,-58,-80,-77,-93,-66,-100
a17,-61,-62,-59,-81,-76,-91,-65,-100
a17,-63,-62,-57,-81,-76,-92,-66,-97
a17,-63,-62,-58,-79,-77,-92,-65,-100
a17,-64,-62,-57,-81,-76,-93,-66,-100
a17,-62,-63,-59,-81,-77,-93,-65,-95
a17,-63,-62,-63,-79,-76,-93,-65,-95
a17,-62,-62,-59,-80,-76,-91,-65,-100
a17,-63,-63,-57,-80,-76,-93,-66,-100
a17,-62,-62,-59,-82,-77,-93,-66,-100
a17,-61,-62,-56,-80,-77,-90,-66,-100
a17,-63,-62,-59,-80,-77,-91,-65,-100
a17,-63,-59,-56,-80,-77,-92,-65,-100
a17,-58,-66,-53,-83,-65,-80,-66,-77
a17,-58,-63,-52,-82,-61,-80,-66,-77
a17,-58,-65,-53,-83,-64,-79,-66,-79
a17,-57,-65,-52,-83,-64,-79,-66,-77
a17,-57,-65,-53,-83,-64,-79,-65,-76
a17,-57,-65,-53,-83,-63,-79,-66,-77
a17,-58,-65,-52,-84,-64,-78,-65,-75
a17,-56,-64,-53,-84,-65,-79,-65,-78
a17,-58,-63,-53,-84,-64,-81,-66,-77
a17,-57,-65,-53,-83,-64,-78,-66,-76
a17,-58,-65,-52,-83,-65,-78,-65,-77
a17,-56,-64,-53,-83,-65,-79,-65,-77
a17,-58,-65,-53,-82,-62,-79,-65,-77
a17,-57,-65,-54,-83,-65,-78,-61,-78
a17,-58,-65,-54,-83,-65,-78,-66,-78
a17,-58,-64,-52,-84,-65,-78,-66,-77
a17,-58,-65,-53,-82,-60,-78,-65,-77
a17,-58,-65,-53,-83,-64,-79,-66,-77
a17,-57,-65,-53,-84,-61,-77,-65,-79
a17,-57,-65,-52,-83,-63,-78,-65,-79
a17,-56,-64,-53,-83,-65,-78,-66,-77
a17,-57,-64,-53,-83,-66,-78,-65,-77
a17,-58,-64,-52,-84,-64,-79,-62,-77
a17,-58,-65,-53,-83,-64,-79,-65,-77
a17,-58,-65,-53,-83,-65,-80,-64,-78
a17,-57,-64,-53,-83,-64,-80,-64,-78
a17,-58,-65,-53,-83,-62,-79,-65,-78
a17,-58,-65,-51,-83,-62,-77,-65,-77
a17,-57,-64,-52,-82,-64,-78,-66,-78
a17,-58,-65,-52,-84,-64,-78,-65,-77
a17,-57,-65,-53,-83,-64,-79,-62,-78
a17,-58,-65,-53,-83,-64,-78,-65,-75
a17,-57,-65,-53,-84,-65,-80,-65,-79
a17,-58,-65,-52,-84,-64,-78,-65,-77
a17,-58,-64,-53,-84,-65,-78,-66,-76
a17,-56,-65,-53,-83,-65,-79,-65,-77
a17,-58,-65,-53,-83,-65,-79,-66,-77
a17,-58,-64,-53,-83,-65,-78,-65,-77
a17,-59,-64,-52,-83,-65,-79,-63,-75
a17,-58,-65,-52,-83,-64,-78,-65,-77
a17,-58,-65,-52,-83,-61,-79,-66,-78
a17,-57,-64,-52,-83,-65,-78,-65,-78
a17,-58,-65,-53,-82,-65,-80,-65,-74
a17,-57,-64,-53,-83,-65,-79,-65,-77
a17,-58,-65,-53,-82,-63,-79,-65,-77
a17,-58,-65,-52,-82,-61,-79,-66,-79
a17,-58,-64,-53,-84,-63,-77,-62,-77
a17,-58,-65,-54,-82,-65,-79,-65,-77
a17,-58,-65,-53,-84,-64,-78,-62,-76
a17,-57,-65,-53,-83,-64,-80,-65,-76
a17,-62,-63,-63,-83,-63,-77,-60,-80
a17,-62,-61,-62,-83,-61,-75,-65,-81
a17,-63,-63,-60,-83,-62,-76,-64,-80
a17,-58,-63,-62,-85,-62,-77,-63,-79
a17,-60,-63,-62,-84,-62,-77,-64,-81
a17,-62,-63,-62,-85,-59,-76,-64,-79
a17,-62,-63,-59,-85,-62,-77,-63,-80
a17,-60,-63,-62,-85,-62,-77,-63,-81
a17,-60,-63,-62,-85,-62,-77,-64,-79
a17,-62,-63,-63,-82,-62,-77,-60,-80
a17,-62,-63,-63,-84,-62,-76,-63,-82
a17,-62,-63,-58,-83,-63,-76,-63,-81
a17,-62,-63,-59,-85,-63,-75,-64,-81
a17,-62,-63,-62,-84,-57,-77,-64,-80
a17,-63,-63,-62,-84,-61,-75,-64,-80
a17,-62,-63,-60,-86,-63,-77,-63,-81
a17,-62,-63,-63,-85,-63,-77,-63,-81
a17,-61,-63,-60,-85,-59,-76,-63,-81
a17,-62,-63,-63,-84,-62,-77,-64,-80
a17,-62,-64,-62,-84,-61,-77,-63,-81
a17,-61,-63,-62,-84,-62,-76,-63,-80
a17,-62,-63,-62,-84,-63,-76,-64,-80
a17,-62,-63,-63,-85,-63,-75,-60,-79
a17,-62,-63,-60,-85,-62,-80,-64,-81
a17,-62,-63,-60,-84,-62,-78,-62,-80
a17,-62,-63,-62,-84,-62,-76,-63,-81
a17,-62,-63,-62,-85,-62,-77,-60,-80
a17,-63,-63,-59,-84,-60,-76,-64,-81
a17,-63,-63,-62,-85,-61,-77,-63,-81
a17,-62,-63,-62,-84,-58,-82,-63,-82
a17,-62,-63,-63,-84,-59,-76,-63,-81
a17,-62,-63,-63,-85,-61,-76,-63,-82
a17,-63,-63,-58,-85,-62,-77,-63,-81
a17,-62,-63,-63,-85,-62,-77,-63,-81
a17,-62,-63,-61,-83,-56,-76,-64,-81
a17,-63,-63,-59,-84,-60,-76,-64,-80
a17,-63,-63,-62,-85,-62,-74,-63,-80
a17,-63,-63,-61,-83,-62,-77,-63,-80
a17,-62,-63,-59,-84,-63,-77,-61,-82
a17,-59,-62,-61,-85,-62,-77,-63,-81
a17,-59,-63,-58,-86,-62,-77,-63,-80
a17,-62,-63,-62,-84,-59,-76,-64,-80
a17,-62,-63,-62,-85,-62,-76,-64,-81
a17,-57,-63,-62,-85,-63,-77,-63,-81
a17,-59,-63,-62,-85,-61,-77,-64,-81
a17,-61,-63,-62,-84,-62,-77,-63,-81
a17,-60,-63,-62,-85,-58,-76,-63,-81
a17,-62,-63,-62,-84,-61,-77,-63,-81
a17,-63,-63,-62,-85,-60,-76,-64,-81
a17,-62,-63,-58,-85,-60,-76,-64,-81
a18,-60,-49,-51,-84,-74,-83,-74,-87
a18,-60,-49,-51,-85,-67,-84,-72,-88
a18,-60,-49,-50,-84,-69,-84,-72,-85
a18,-59,-49,-51,-85,-67,-83,-74,-86
a18,-60,-48,-50,-84,-68,-84,-74,-86
a18,-60,-47,-51,-84,-68,-85,-75,-86
a18,-60,-46,-51,-85,-69,-100,-76,-83
a18,-60,-48,-51,-85,-69,-84,-73,-87
a18,-59,-49,-50,-85,-69,-83,-73,-85
a18,-60,-49,-51,-84,-69,-83,-74,-85
a18,-60,-49,-51,-84,-69,-81,-73,-86
a18,-61,-48,-50,-84,-69,-81,-76,-86
a18,-60,-48,-50,-84,-68,-82,-76,-87
a18,-60,-49,-51,-85,-69,-83,-73,-86
a18,-60,-49,-50,-85,-66,-85,-75,-86
a18,-60,-49,-50,-85,-69,-81,-73,-86
a18,-60,-48,-51,-83,-69,-83,-74,-86
a18,-60,-49,-50,-85,-67,-84,-73,-86
a18,-60,-49,-51,-85,-68,-85,-75,-87
a18,-60,-49,-51,-85,-68,-85,-75,-86
a18,-59,-47,-52,-85,-69,-85,-74,-86
a18,-60,-49,-52,-83,-69,-83,-72,-86
a18,-60,-48,-51,-84,-69,-83,-72,-85
a18,-60,-49,-51,-83,-68,-85,-73,-85
a18,-62,-48,-50,-85,-68,-84,-74,-86
a18,-60,-49,-51,-85,-68,-82,-72,-86
a18,-60,-49,-51,-85,-69,-83,-75,-87
a18,-60,-46,-51,-83,-67,-85,-77,-86
a18,-60,-47,-50,-85,-67,-82,-69,-85
a18,-60,-45,-51,-85,-69,-87,-74,-87
a18,-60,-49,-50,-89,-68,-82,-76,-84
a18,-61,-49,-52,-86,-68,-86,-72,-86
a18,-60,-49,-52,-84,-66,-86,-75,-87
a18,-61,-49,-50,-85,-69,-82,-72,-87
a18,-60,-48,-50,-84,-67,-84,-74,-85
a18,-60,-48,-51,-85,-70,-83,-74,-87
a18,-60,-48,-51,-83,-70,-82,-75,-87
a18,-60,-49,-51,-83,-70,-85,-75,-85
a18,-60,-47,-51,-85,-68,-84,-74,-87
a18,-60,-49,-51,-85,-68,-85,-73,-86
a18,-61,-49,-51,-84,-66,-84,-72,-87
a18,-60,-49,-50,-85,-69,-85,-73,-88
a18,-60,-49,-50,-85,-67,-82,-71,-87
a18,-64,-48,-51,-84,-69,-83,-71,-87
a18,-60,-47,-51,-84,-69,-86,-71,-87
a18,-60,-47,-51,-85,-69,-83,-70,-86
a18,-60,-49,-51,-85,-69,-84,-74,-85
a18,-60,-49,-51,-85,-68,-83,-71,-86
a18,-60,-49,-51,-85,-66,-83,-72,-86
a18,-60,-49,-51,-85,-69,-84,-75,-86
a18,-67,-52,-49,-80,-70,-81,-66,-94
a18,-67,-52,-52,-81,-69,-82,-65,-100
a18,-66,-53,-53,-79,-68,-81,-69,-97
a18,-68,-51,-52,-80,-70,-82,-69,-96
a18,-68,-52,-52,-78,-69,-82,-68,-94
a18,-67,-52,-53,-80,-67,-83,-69,-97
a18,-68,-51,-52,-80,-69,-81,-68,-94
a18,-66,-52,-49,-76,-69,-81,-69,-100
a18,-67,-53,-52,-79,-69,-81,-68,-100
a18,-68,-52,-49,-79,-68,-82,-69,-95
a18,-67,-52,-51,-78,-68,-81,-68,-95
a18,-67,-52,-52,-79,-69,-82,-67,-95
a18,-68,-52,-53,-80,-68,-83,-69,-96
a18,-68,-52,-53,-79,-69,-83,-69,-96
a18,-66,-52,-52,-80,-69,-83,-68,-100
a18,-68,-51,-52,-79,-68,-82,-67,-96
a18,-67,-52,-52,-80,-68,-82,-65,-93
a18,-68,-51,-52,-79,-69,-82,-69,-96
a18,-69,-52,-52,-80,-69,-82,-68,-96
a18,-67,-52,-53,-79,-69,-83,-65,-96
a18,-64,-52,-53,-79,-68,-81,-68,-93
a18,-68,-52,-53,-78,-68,-82,-69,-93
a18,-68,-52,-52,-79,-68,-82,-67,-100
a18,-69,-51,-53,-80,-69,-82,-68,-97
a18,-64,-52,-52,-79,-68,-82,-67,-94
a18,-68,-52,-50,-79,-69,-82,-68,-94
a18,-64,-52,-52,-80,-68,-81,-69,-94
a18,-65,-52,-52,-81,-68,-81,-67,-94
a18,-67,-52,-54,-79,-69,-82,-69,-100
a18,-68,-52,-49,-80,-69,-81,-67,-95
a18,-68,-52,-52,-80,-69,-81,-67,-94
a18,-68,-53,-53,-79,-70,-82,-68,-100
a18,-64,-52,-51,-80,-69,-81,-67,-92
a18,-67,-51,-53,-79,-69,-80,-68,-100
a18,-65,-52,-52,-80,-69,-83,-69,-94
a18,-68,-52,-52,-80,-69,-82,-69,-100
a18,-69,-51,-53,-81,-68,-81,-68,-92
a18,-68,-52,-53,-80,-68,-83,-68,-100
a18,-67,-52,-53,-80,-69,-80,-68,-95
a18,-66,-52,-52,-79,-68,-82,-68,-100
a18,-65,-52,-53,-78,-68,-79,-68,-100
a18,-68,-51,-52,-80,-69,-79,-68,-95
a18,-67,-52,-53,-79,-68,-81,-65,-100
a18,-67,-52,-52,-77,-69,-82,-68,-100
a18,-68,-52,-50,-81,-69,-82,-67,-93
a18,-65,-51,-53,-81,-69,-81,-68,-95
a18,-67,-52,-53,-79,-68,-82,-67,-94
a18,-69,-51,-53,-79,-69,-83,-68,-97
a18,-67,-51,-53,-79,-69,-81,-69,-100
a18,-68,-52,-47,-79,-70,-82,-67,-95
a18,-62,-50,-58,-75,-61,-85,-59,-81
a18,-63,-48,-57,-76,-60,-84,-59,-79
a18,-63,-48,-57,-76,-60,-84,-60,-82
a18,-63,-48,-55,-76,-60,-86,-58,-84
a18,-63,-50,-57,-77,-61,-85,-57,-80
a18,-63,-48,-55,-76,-60,-85,-59,-83
a18,-64,-49,-57,-76,-60,-86,-60,-81
a18,-64,-50,-55,-76,-60,-85,-60,-81
a18,-64,-49,-57,-77,-60,-84,-58,-82
a18,-63,-48,-56,-76,-60,-86,-60,-81
a18,-64,-50,-56,-77,-60,-82,-60,-82
a18,-63,-49,-57,-76,-60,-84,-60,-79
a18,-63,-51,-57,-76,-60,-84,-59,-81
a18,-65,-49,-57,-76,-60,-84,-58,-81
a18,-64,-48,-57,-76,-60,-84,-59,-81
a18,-64,-50,-57,-76,-61,-85,-59,-82
a18,-64,-50,-56,-77,-60,-84,-59,-81
a18,-63,-50,-58,-76,-60,-84,-59,-82
a18,-64,-50,-59,-75,-59,-85,-59,-85
a18,-63,-50,-58,-76,-60,-85,-57,-80
a18,-63,-50,-57,-73,-61,-86,-59,-81
a18,-63,-49,-58,-76,-60,-85,-59,-80
a18,-63,-50,-55,-76,-60,-86,-59,-82
a18,-63,-50,-58,-76,-60,-85,-59,-82
a18,-63,-50,-57,-77,-60,-85,-59,-80
a18,-64,-49,-58,-75,-61,-84,-60,-80
a18,-64,-49,-56,-75,-60,-85,-59,-82
a18,-64,-50,-58,-73,-60,-84,-59,-81
a18,-63,-49,-58,-76,-60,-83,-58,-81
a18,-64,-50,-58,-77,-60,-83,-59,-80
a18,-63,-50,-57,-77,-60,-83,-59,-81
a18,-63,-50,-55,-75,-60,-84,-59,-81
a18,-64,-50,-56,-76,-60,-84,-59,-81
a18,-63,-50,-55,-75,-60,-80,-59,-81
a18,-64,-50,-58,-76,-60,-83,-59,-83
a18,-64,-49,-55,-76,-61,-83,-59,-81
a18,-64,-49,-55,-75,-60,-85,-59,-81
a18,-63,-47,-56,-75,-60,-84,-59,-81
a18,-63,-48,-58,-76,-61,-84,-60,-81
a18,-63,-50,-55,-77,-60,-85,-59,-81
a18,-64,-49,-57,-76,-58,-83,-60,-81
a18,-63,-50,-58,-74,-61,-85,-58,-81
a18,-63,-50,-55,-75,-60,-85,-58,-82
a18,-64,-50,-55,-76,-60,-85,-60,-80
a18,-63,-50,-57,-76,-60,-84,-60,-82
a18,-64,-49,-57,-76,-60,-84,-58,-82
a18,-64,-49,-57,-76,-60,-83,-60,-83
a18,-64,-54,-58,-75,-60,-84,-60,-82
a18,-64,-49,-57,-76,-58,-84,-59,-79
a18,-64,-49,-55,-77,-60,-84,-60,-82
a18,-71,-54,-56,-76,-65,-89,-70,-89
a18,-70,-54,-55,-75,-65,-84,-71,-89
a18,-70,-54,-55,-77,-65,-84,-70,-89
a18,-71,-55,-55,-75,-67,-83,-71,-90
a18,-69,-54,-54,-75,-66,-83,-68,-88
a18,-70,-53,-55,-75,-66,-83,-71,-89
a18,-70,-55,-55,-77,-65,-83,-71,-88
a18,-67,-56,-55,-76,-65,-81,-72,-89
a18,-68,-55,-55,-76,-64,-84,-71,-88
a18,-70,-55,-55,-77,-65,-84,-71,-87
a18,-69,-54,-51,-77,-65,-83,-71,-86
a18,-70,-55,-55,-74,-65,-82,-71,-88
a18,-68,-55,-55,-75,-66,-84,-72,-87
a18,-69,-55,-52,-78,-66,-84,-71,-91
a18,-70,-54,-54,-76,-64,-82,-72,-87
a18,-71,-54,-55,-76,-67,-83,-70,-88
a18,-70,-55,-54,-75,-63,-82,-71,-89
a18,-70,-55,-54,-76,-66,-84,-70,-89
a18,-70,-55,-50,-75,-66,-84,-71,-89
a18,-70,-54,-55,-77,-65,-83,-72,-88
a18,-68,-55,-56,-76,-64,-83,-70,-87
a18,-69,-54,-52,-75,-65,-84,-71,-90
a18,-71,-54,-55,-76,-66,-84,-71,-89
a18,-70,-54,-55,-76,-65,-83,-70,-88
a18,-70,-54,-55,-75,-66,-83,-73,-89
a18,-69,-54,-55,-75,-65,-82,-72,-88
a18,-69,-55,-55,-76,-66,-84,-71,-88
a18,-70,-54,-55,-75,-66,-84,-72,-88
a18,-70,-55,-54,-77,-64,-83,-72,-87
a18,-68,-54,-56,-76,-64,-83,-72,-88
a18,-71,-54,-55,-75,-65,-83,-71,-87
a18,-70,-55,-50,-76,-66,-84,-71,-88
a18,-68,-55,-58,-76,-66,-83,-71,-88
a18,-69,-55,-51,-75,-65,-84,-71,-89
a18,-70,-55,-55,-76,-66,-84,-71,-89
a18,-70,-55,-55,-76,-67,-83,-71,-87
a18,-69,-55,-56,-73,-64,-79,-72,-89
a18,-69,-54,-54,-75,-64,-86,-71,-87
a18,-68,-54,-56,-76,-66,-84,-72,-88
a18,-69,-54,-55,-75,-65,-82,-73,-88
a18,-70,-54,-55,-76,-70,-85,-72,-88
a18,-70,-54,-55,-75,-65,-84,-73,-89
a18,-70,-55,-55,-77,-66,-85,-70,-88
a18,-71,-54,-54,-74,-65,-84,-73,-90
a18,-69,-55,-51,-76,-66,-83,-71,-100
a18,-70,-55,-53,-76,-65,-84,-73,-89
a18,-70,-55,-55,-70,-65,-83,-71,-89
a18,-70,-53,-55,-75,-66,-83,-71,-90
a18,-69,-54,-56,-76,-66,-83,-71,-89
a18,-70,-55,-57,-76,-65,-84,-72,-87
a19,-63,-52,-60,-79,-65,-78,-60,-86
a19,-62,-53,-64,-81,-64,-80,-66,-85
a19,-62,-57,-62,-80,-64,-80,-67,-87
a19,-62,-55,-65,-76,-65,-81,-60,-87
a19,-62,-56,-61,-80,-64,-79,-62,-87
a19,-60,-55,-64,-80,-64,-82,-60,-87
a19,-62,-54,-64,-79,-64,-79,-62,-88
a19,-59,-55,-64,-80,-64,-81,-63,-86
a19,-62,-53,-63,-80,-64,-81,-64,-88
a19,-63,-56,-64,-80,-64,-80,-64,-87
a19,-62,-55,-64,-79,-61,-79,-64,-87
a19,-59,-54,-64,-78,-64,-80,-64,-88
a19,-62,-54,-64,-80,-64,-81,-63,-87
a19,-62,-56,-64,-77,-64,-80,-62,-87
a19,-62,-55,-63,-79,-64,-81,-65,-87
a19,-62,-55,-64,-80,-60,-79,-63,-86
a19,-62,-55,-61,-77,-64,-79,-64,-88
a19,-60,-55,-64,-80,-63,-81,-63,-86
a19,-60,-54,-64,-80,-65,-80,-64,-87
a19,-59,-55,-64,-78,-64,-81,-65,-88
a19,-62,-55,-64,-77,-65,-81,-65,-86
a19,-62,-58,-63,-79,-64,-80,-64,-87
a19,-62,-55,-63,-80,-63,-81,-63,-86
a19,-59,-55,-64,-79,-64,-81,-63,-87
a19,-62,-54,-64,-77,-64,-81,-63,-87
a19,-62,-54,-64,-80,-64,-80,-64,-87
a19,-57,-56,-64,-79,-64,-80,-63,-87
a19,-62,-55,-64,-79,-64,-80,-64,-88
a19,-60,-54,-64,-80,-65,-80,-64,-87
a19,-59,-53,-64,-80,-64,-80,-64,-85
a19,-62,-54,-61,-79,-65,-80,-63,-88
a19,-65,-55,-64,-80,-65,-80,-64,-88
a19,-63,-54,-64,-80,-64,-81,-63,-89
a19,-62,-55,-60,-79,-64,-80,-63,-86
a19,-59,-55,-63,-80,-64,-79,-64,-86
a19,-62,-56,-64,-79,-64,-81,-64,-87
a19,-62,-55,-64,-80,-64,-81,-62,-86
a19,-61,-55,-65,-80,-64,-83,-61,-87
a19,-62,-55,-63,-79,-65,-81,-61,-87
a19,-62,-55,-64,-79,-64,-79,-63,-86
a19,-61,-55,-64,-80,-63,-81,-63,-87
a19,-62,-54,-64,-81,-64,-81,-64,-86
a19,-60,-55,-64,-80,-64,-81,-64,-86
a19,-63,-54,-64,-80,-64,-79,-64,-88
a19,-62,-53,-64,-80,-64,-80,-63,-87
a19,-62,-55,-63,-79,-64,-82,-61,-87
a19,-63,-55,-64,-76,-64,-81,-63,-87
a19,-60,-55,-64,-80,-64,-81,-63,-88
a19,-60,-55,-63,-79,-64,-82,-63,-88
a19,-60,-55,-64,-79,-64,-81,-63,-86
a19,-75,-64,-68,-86,-74,-83,-64,-83
a19,-74,-64,-66,-86,-74,-80,-62,-85
a19,-75,-65,-65,-83,-73,-83,-65,-84
a19,-75,-64,-65,-85,-74,-77,-64,-86
a19,-73,-64,-65,-85,-75,-80,-64,-85
a19,-74,-64,-64,-85,-74,-79,-61,-86
a19,-74,-64,-61,-84,-74,-81,-64,-85
a19,-75,-64,-64,-84,-74,-80,-62,-83
a19,-75,-64,-65,-85,-74,-79,-63,-84
a19,-75,-65,-65,-84,-76,-79,-63,-84
a19,-74,-63,-65,-82,-76,-79,-63,-84
a19,-70,-64,-64,-86,-76,-80,-63,-84
a19,-73,-64,-64,-85,-76,-79,-63,-82
a19,-71,-63,-64,-84,-76,-79,-61,-85
a19,-75,-63,-65,-86,-76,-79,-63,-84
a19,-74,-65,-65,-84,-77,-78,-60,-85
a19,-74,-65,-65,-83,-76,-79,-64,-85
a19,-79,-65,-65,-84,-77,-80,-63,-84
a19,-75,-64,-65,-85,-76,-79,-63,-85
a19,-75,-64,-65,-83,-77,-80,-62,-85
a19,-75,-66,-65,-84,-75,-78,-62,-84
a19,-71,-65,-64,-84,-76,-79,-63,-83
a19,-75,-64,-64,-85,-75,-79,-61,-85
a19,-73,-64,-65,-84,-77,-79,-63,-86
a19,-71,-64,-64,-83,-76,-79,-64,-84
a19,-75,-65,-61,-85,-76,-79,-64,-85
a19,-76,-64,-65,-84,-78,-79,-64,-85
a19,-74,-65,-64,-82,-77,-80,-64,-85
a19,-73,-65,-64,-84,-76,-80,-61,-85
a19,-74,-64,-65,-85,-76,-77,-64,-85
a19,-71,-64,-65,-85,-76,-80,-63,-84
a19,-75,-64,-67,-86,-74,-79,-63,-84
a19,-74,-64,-65,-83,-76,-79,-63,-85
a19,-74,-66,-65,-83,-75,-84,-62,-85
a19,-73,-64,-65,-84,-75,-78,-63,-84
a19,-75,-64,-65,-83,-76,-84,-60,-85
a19,-74,-64,-62,-83,-75,-77,-63,-85
a19,-76,-64,-64,-84,-75,-79,-62,-85
a19,-73,-65,-65,-85,-75,-79,-63,-85
a19,-73,-64,-65,-83,-76,-78,-62,-85
a19,-74,-65,-65,-84,-77,-77,-63,-84
a19,-73,-64,-65,-83,-76,-79,-59,-84
